
23:26:23 --> -359.37, -380.21, -369.79, -213.54, -291.67, -317.71, -359.37, -416.67, -484.37, -484.37, -473.96, -520.83, -255.21, -338.54, -203.12, -286.46, -385.42, -406.25, -531.25, -343.75, -406.25, -322.92, -437.50, -458.33, -322.92, -354.17, -218.75, -359.37, -156.25, -260.42, -401.04, -359.37, -500.00, -328.12, -375.00, -343.75, -296.87, -322.92, -151.04, -281.25, -307.29, -364.58, -369.79, -401.04, -458.33, -406.25, -458.33, -541.67, -343.75, -364.58, -223.96, -250.00, -333.33, -343.75, -473.96, -437.50, -463.54, -395.83, -317.71, 

23:27:24 --> -395.83, -328.12, -218.75, -307.29, -406.25, -458.33, -427.08, -546.87, -270.83, -322.92, -348.96, -250.00, -135.42, -197.92, -317.71, -416.67, -395.83, -500.00, -333.33, -453.12, -401.04, -302.08, -390.62, -484.37, -578.12, -489.58, 36.46, -307.29, -291.67, -250.00, -234.37, -296.87, -171.87, -218.75, -281.25, -286.46, -421.87, -375.00, -463.54, -380.21, -343.75, -312.50, -369.79, -307.29, -322.92, -406.25, -213.54, -281.25, -151.04, -286.46, -385.42, -416.67, -255.21, -343.75, -276.04, -234.37, -479.17, -510.42, -500.00, 

23:28:25 --> -46.88, -197.92, -239.58, -348.96, -354.17, -484.37, -437.50, -265.62, -218.75, -317.71, -359.37, -395.83, -427.08, -322.92, -270.83, -270.83, -322.92, -364.58, -281.25, -307.29, -385.42, -453.12, -343.75, -322.92, -317.71, -244.79, -291.67, -114.58, -197.92, -229.17, -307.29, -312.50, -395.83, -479.17, -427.08, -442.71, -500.00, -395.83, -375.00, -343.75, -348.96, -322.92, -286.46, -270.83, -302.08, -364.58, -416.67, -479.17, -437.50, -468.75, -505.21, -463.54, -291.67, -234.37, -276.04, -312.50, -88.54, -130.21, -119.79, 

23:29:26 --> -250.00, -265.62, -312.50, -317.71, -395.83, -369.79, -473.96, -442.71, -369.79, -270.83, -276.04, -166.67, -291.67, -312.50, -375.00, -416.67, -281.25, -348.96, -239.58, -348.96, -187.50, -296.87, -385.42, -505.21, -312.50, -244.79, -354.17, -432.29, -489.58, -291.67, -265.62, -265.62, -135.42, -208.33, -390.62, -427.08, -302.08, -328.12, -333.33, -406.25, -437.50, -307.29, -276.04, -218.75, -270.83, -130.21, -197.92, -307.29, -416.67, -416.67, -291.67, -359.37, -302.08, -239.58, -432.29, -244.79, -432.29, -265.62, -239.58, 

23:30:28 --> -223.96, -375.00, -359.37, -453.12, -307.29, -333.33, -296.87, -213.54, -255.21, -161.46, -390.62, -463.54, -473.96, -333.33, -239.58, -296.87, -145.83, -208.33, -385.42, -270.83, -286.46, -343.75, -296.87, -333.33, -239.58, -395.83, -453.12, -281.25, -307.29, -208.33, -312.50, -130.21, -192.71, -291.67, -473.96, -338.54, -265.62, -333.33, -244.79, -307.29, -359.37, -427.08, -296.87, -255.21, -270.83, -229.17, -291.67, -192.71, -255.21, -348.96, -421.87, -317.71, -416.67, -145.83, -239.58, -322.92, -276.04, -265.62, -223.96, 

23:31:29 --> -171.87, -296.87, -385.42, -411.46, -328.12, -354.17, -302.08, -260.42, -302.08, -354.17, -223.96, -317.71, -395.83, -427.08, -494.79, -265.62, -276.04, -229.17, -135.42, -187.50, -276.04, -354.17, -463.54, -348.96, -255.21, -203.12, -328.12, -307.29, -213.54, -291.67, -364.58, -453.12, -328.12, -276.04, -354.17, -302.08, -421.87, -437.50, -291.67, -317.71, -270.83, -125.00, -145.83, -213.54, -322.92, -401.04, -354.17, -437.50, -312.50, -312.50, -312.50, -328.12, -234.37, -291.67, -286.46, -156.25, -234.37, -203.12, -427.08, 

23:32:30 --> -489.58, -296.87, -312.50, -223.96, -255.21, -291.67, -260.42, -218.75, -109.37, -229.17, -239.58, -255.21, -317.71, -156.25, -114.58, -156.25, -171.87, -229.17, -317.71, -380.21, -406.25, -447.92, -255.21, -260.42, -281.25, -307.29, -312.50, -390.62, -281.25, -239.58, -286.46, -109.37, -161.46, -171.87, -223.96, -276.04, -369.79, -406.25, -442.71, -333.33, -291.67, -250.00, -286.46, -333.33, -239.58, -338.54, -359.37, -416.67, -270.83, -307.29, -526.04, -302.08, 421.87, -244.79, -302.08, -343.75, -125.00, -145.83, -140.62, 

23:33:31 --> -375.00, -401.04, -348.96, -338.54, -322.92, -395.83, -338.54, -312.50, -338.54, -302.08, -296.87, -286.46, -286.46, -302.08, -317.71, -302.08, -359.37, -401.04, -328.12, -375.00, -375.00, -437.50, -250.00, -276.04, -265.62, -296.87, -218.75, -244.79, -312.50, -406.25, -145.83, -234.37, -317.71, -421.87, -276.04, -255.21, -338.54, -239.58, -375.00, -416.67, -276.04, -239.58, -93.75, -203.12, -312.50, -343.75, -437.50, -286.46, -317.71, -281.25, -130.21, -244.79, -270.83, -375.00, -385.42, -463.54, -286.46, -260.42, -244.79, 

23:34:32 --> -276.04, -312.50, -239.58, -255.21, -223.96, -213.54, -260.42, -265.62, -270.83, -296.87, -447.92, -229.17, -432.29, -406.25, -390.62, -348.96, -276.04, -291.67, -432.29, -458.33, -406.25, -390.62, -416.67, -385.42, -322.92, -317.71, -348.96, -375.00, -442.71, -463.54, -276.04, -239.58, -286.46, -88.54, -197.92, -265.62, -302.08, -390.62, -270.83, -307.29, -187.50, -234.37, -281.25, -354.17, -359.37, -557.29, -302.08, -255.21, -213.54, -234.37, -291.67, -328.12, -140.62, -166.67, -187.50, -239.58, -234.37, -250.00, -255.21, 

